True;report_time;location;incident_type;summary;raw_string
1600282;2016-01-25 14:49:00;;THEFT-PETTY;A suspect removed several books.  1/25/16 THEFT-PETTY  1/25/16  to;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 2:49 pm[new_line][new_line]-[new_line][new_line] 2:49 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect removed several books.[new_line][new_line]1/25/16[new_line]THEFT-PETTY[new_line][new_line]1/25/16[new_line][new_line]to[new_line][new_line]Location:[new_line][new_line]-[new_line][new_line] 4:29 pm[new_line][new_line]SEELEY WINTERSMITH MUDD MEMORIAL HALL [new_line]OF PHILOSOPH[new_line][new_line]Report #:[new_line][new_line]1600282[new_line][new_line]Disposition: Open[new_line][new_line]Theft Petty-Plain[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 1/24/2016 To 1/26/2016[new_line][new_line]
1600283;2016-01-25 16:36:00;GALEN EVENT CENTER;THEFT-PETTY;A suspect removed a bicycle.  1/22/16 THEFT-PETTY  to  1/22/16  -;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 4:36 pm[new_line][new_line]Location:[new_line][new_line]GALEN EVENT CENTER[new_line][new_line]Report #:[new_line][new_line]1600283[new_line][new_line]-[new_line][new_line] 8:00 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect removed a bicycle.[new_line][new_line]1/22/16[new_line]THEFT-PETTY[new_line][new_line]to[new_line][new_line]1/22/16[new_line][new_line]-[new_line][new_line]11:00 pm[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition: Open[new_line][new_line]
1600284;2016-01-25 16:19:00;ELISABETH VON KLEINSMID MEMORIAL  RESIDENCE HALL;IDENTITY THEFT;A suspect used unknown means to make several unauthorized purchases on a student's credit card account.  10/2/15 IDENTITY THEFT;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 4:19 pm[new_line][new_line]Location:[new_line][new_line]ELISABETH VON KLEINSMID MEMORIAL [new_line]RESIDENCE HALL[new_line][new_line]Report #:[new_line][new_line]1600284[new_line][new_line]-[new_line][new_line]12:01 am[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect used unknown means to make several unauthorized purchases on a student's credit card account.[new_line][new_line]10/2/15[new_line]IDENTITY THEFT[new_line][new_line]Disposition: Open[new_line][new_line]Identity Theft[new_line][new_line]11:59 pm[new_line][new_line]1/21/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]
1600285;2016-01-25 16:41:00;30TH ST & FIGUEROA ST;WARRANT;A staff member was arrested for an outstanding warrant following a traffic stop by LAPD officers.  - 1/25/16 WARRANT  Warrant Arrest;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 4:41 pm[new_line][new_line]Location:[new_line][new_line]30TH ST & FIGUEROA ST[new_line][new_line]Report #:[new_line][new_line]1600285[new_line][new_line] 4:41 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A staff member was arrested for an outstanding warrant following a traffic stop by LAPD officers.[new_line][new_line]-[new_line]1/25/16[new_line]WARRANT[new_line][new_line]Warrant Arrest[new_line][new_line]Disposition: Open[new_line][new_line] 5:41 pm[new_line][new_line]1/25/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]cc: HR[new_line][new_line]
1600286;2016-01-25 17:33:00;ROGER AND MICHELE DEDEAUX ENGEMANN  STUDENT HEALTH CENTER;SERVICE;A student was transported to a local hospital for psychiatric evaluation.  - 1/25/16 SERVICE;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 5:33 pm[new_line][new_line]Location:[new_line][new_line]ROGER AND MICHELE DEDEAUX ENGEMANN [new_line]STUDENT HEALTH CENTER[new_line][new_line]Report #:[new_line][new_line]1600286[new_line][new_line] 5:33 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A student was transported to a local hospital for psychiatric evaluation.[new_line][new_line]-[new_line]1/25/16[new_line]SERVICE[new_line][new_line]10:38 pm[new_line][new_line]1/25/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]Commitment To Mental Health For 72 Hrs[new_line][new_line]Disposition: Open[new_line][new_line]cc: Student Affairs[new_line][new_line]
1600287;2016-01-25 21:54:00;MARK TAPER HALL OF HUMANITIES;THEFT-PETTY;A suspect removed a backpack.  1/25/16 THEFT-PETTY  1/25/16  to  -;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 9:54 pm[new_line][new_line]Location:[new_line][new_line]MARK TAPER HALL OF HUMANITIES[new_line][new_line]Report #:[new_line][new_line]1600287[new_line][new_line]-[new_line][new_line] 7:57 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect removed a backpack.[new_line][new_line]1/25/16[new_line]THEFT-PETTY[new_line][new_line]1/25/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line] 9:40 pm[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition: Open[new_line][new_line]
1600288;2016-01-25 22:35:00;MARIANNE & J.DOUGLAS PARDEE TOWER;THEFT-PETTY;A suspect was arrested for removing a student's bicycle from the location.  1/25/16 THEFT-PETTY  Theft Petty-Plain;[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line]10:35 pm[new_line][new_line]Location:[new_line][new_line]MARIANNE & J.DOUGLAS PARDEE TOWER[new_line][new_line]Report #:[new_line][new_line]1600288[new_line][new_line]-[new_line][new_line]10:35 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect was arrested for removing a student's bicycle from the location.[new_line][new_line]1/25/16[new_line]THEFT-PETTY[new_line][new_line]Theft Petty-Plain[new_line][new_line] 1:59 am[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]
1600289;2016-01-26 09:08:00;30TH PL & VERMONT AV;TRAFFIC;A non-USC male drove a truck into a University vehicle driven by a staff member, causing minor damage.  Traffic Collision Without Injuries;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 9:08 am[new_line][new_line]Location:[new_line][new_line]30TH PL & VERMONT AV[new_line][new_line]Report #:[new_line][new_line]1600289[new_line][new_line] 9:08 am[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A non-USC male drove a truck into a University vehicle driven by a staff member, causing minor damage.[new_line][new_line]Traffic Collision Without Injuries[new_line][new_line]Disposition: CLOSED[new_line][new_line]1/26/16[new_line]-[new_line]TRAFFIC[new_line][new_line] 9:31 am[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]cc: Risk Management[new_line][new_line]
1600290;2016-01-26 13:38:00;EILEEN & KENNETH T. NORRIS DENTAL  SCIENCE CENTER;SERVICE;A non-USC female was transported to a local hospital for medical treatment after falling and hitting her head.;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 1:38 pm[new_line][new_line]Location:[new_line][new_line]EILEEN & KENNETH T. NORRIS DENTAL [new_line]SCIENCE CENTER[new_line][new_line]Report #:[new_line][new_line]1600290[new_line][new_line] 1:38 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A non-USC female was transported to a local hospital for medical treatment after falling and hitting her head.[new_line][new_line]Disposition: CLOSED[new_line][new_line]1/26/16[new_line]-[new_line]SERVICE[new_line][new_line]Injury Response[new_line][new_line] 2:36 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]
1600291;2016-01-26 14:45:00;UNIVERSITY GARDENS;OBSCENE ACTIVITY;A staff member reported receiving several annoying phone calls from her husband's ex-wife.  1/13/16 OBSCENE ACTIVITY  Obscene, Annoying, Threatening Phone Calls;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 2:45 pm[new_line][new_line]Location:[new_line][new_line]UNIVERSITY GARDENS[new_line][new_line]Report #:[new_line][new_line]1600291[new_line][new_line]-[new_line][new_line]12:00 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A staff member reported receiving several annoying phone calls from her husband's ex-wife.[new_line][new_line]1/13/16[new_line]OBSCENE ACTIVITY[new_line][new_line]Obscene, Annoying, Threatening Phone Calls[new_line][new_line] 2:45 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]cc: HR[new_line][new_line]
1600292;2016-01-26 15:46:00;RONALD TUTOR CAMPUS CENTER;THEFT-PETTY;A suspect removed a wallet.  1/25/16 THEFT-PETTY  to  1/25/16  -;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 3:46 pm[new_line][new_line]Location:[new_line][new_line]RONALD TUTOR CAMPUS CENTER[new_line][new_line]Report #:[new_line][new_line]1600292[new_line][new_line]-[new_line][new_line] 9:00 am[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect removed a wallet.[new_line][new_line]1/25/16[new_line]THEFT-PETTY[new_line][new_line]to[new_line][new_line]1/25/16[new_line][new_line]-[new_line][new_line] 8:30 pm[new_line][new_line]Disposition: Open[new_line][new_line]Theft Petty-Plain-Attempt[new_line][new_line]
1600293;2016-01-26 16:10:00;RADISSON MIDCITY HOTEL;SERVICE;A non-USC male was examined and released to seek medical treatment on his own after injuring his knee.;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 4:10 pm[new_line][new_line]Location:[new_line][new_line]RADISSON MIDCITY HOTEL[new_line][new_line]Report #:[new_line][new_line]1600293[new_line][new_line] 4:10 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A non-USC male was examined and released to seek medical treatment on his own after injuring his knee.[new_line][new_line]Disposition: CLOSED[new_line][new_line]1/26/16[new_line]-[new_line]SERVICE[new_line][new_line]Injury Response[new_line][new_line] 4:48 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]
1600294;2016-01-26 16:08:00;RONALD TUTOR HALL OF ENGINEERING;SERVICE;A student transported herself to SHC for medical treatment after her hand was burned by hot coffee.  1/26/16 - SERVICE  Injury Response;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 4:08 pm[new_line][new_line]Location:[new_line][new_line]RONALD TUTOR HALL OF ENGINEERING[new_line][new_line]Report #:[new_line][new_line]1600294[new_line][new_line] 2:00 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A student transported herself to SHC for medical treatment after her hand was burned by hot coffee.[new_line][new_line]1/26/16[new_line]-[new_line]SERVICE[new_line][new_line]Injury Response[new_line][new_line]Disposition: CLOSED[new_line][new_line] 2:10 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 1/25/2016 To 1/27/2016[new_line][new_line]
1600295;2016-01-26 17:03:00;ENTRANCE GATE 7;SERVICE;A student was transported to SHC after falling and sustaining injuries to her palms, hip and head.  1/26/16 - SERVICE  Injury Response;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 5:03 pm[new_line][new_line]Location:[new_line][new_line]ENTRANCE GATE 7[new_line][new_line]Report #:[new_line][new_line]1600295[new_line][new_line] 5:03 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A student was transported to SHC after falling and sustaining injuries to her palms, hip and head.[new_line][new_line]1/26/16[new_line]-[new_line]SERVICE[new_line][new_line]Injury Response[new_line][new_line] 5:17 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]Disposition: CLOSED[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1600296;2016-01-26 16:39:00;KECK HOSPITAL OF USC;SERVICE;A non-USC male was transported within the facility for medical treatment after suffering a seizure.  1/26/16 - SERVICE  Injury Response;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 4:39 pm[new_line][new_line]Location:[new_line][new_line]KECK HOSPITAL OF USC[new_line][new_line]Report #:[new_line][new_line]1600296[new_line][new_line] 4:39 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A non-USC male was transported within the facility for medical treatment after suffering a seizure.[new_line][new_line]1/26/16[new_line]-[new_line]SERVICE[new_line][new_line]Injury Response[new_line][new_line]Disposition: Open[new_line][new_line] 6:19 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]
1600297;2016-01-26 18:21:00;GRACE FORD SALVATORI HALL OF LETTERS  ARTS & SCIENC;PROPERTY;;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 6:21 pm[new_line][new_line]Location:[new_line][new_line]GRACE FORD SALVATORI HALL OF LETTERS [new_line]ARTS & SCIENC[new_line][new_line]Report #:[new_line][new_line]1600297[new_line][new_line]-[new_line][new_line] 6:10 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A wallet was found at the location and turned in to DPS Lost & Found.[new_line][new_line]1/26/16[new_line]PROPERTY[new_line][new_line] 6:15 pm[new_line][new_line]1/26/16[new_line][new_line]Recovered Property Without a Crime[new_line][new_line]to[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1600298;2016-01-26 21:36:00;OUTSIDE USC AREA;SERVICE;A student reported that a suspect followed her home and after she entered her apartment he began knocking on the door.  The   Suspicious Circumstances  - 1/25/16 SERVICE;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 9:36 pm[new_line][new_line]Location:[new_line][new_line]OUTSIDE USC AREA[new_line][new_line]Report #:[new_line][new_line]1600298[new_line][new_line] 9:30 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A student reported that a suspect followed her home and after she entered her apartment he began knocking on the door.  The [new_line][new_line]Suspicious Circumstances[new_line][new_line]-[new_line]1/25/16[new_line]SERVICE[new_line][new_line]Disposition: Open[new_line][new_line]10:30 pm[new_line][new_line]1/25/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]student did not answer and after knocking for approximately forty five minutes the suspect left the location.[new_line][new_line]cc: Student Affairs[new_line][new_line]
1600299;2016-01-26 16:55:00;SEVEN GABLES APARTMENTS;THEFT-GRAND PERSON;A suspect was arrested for attempting to snatch a student's cellular phone from her hand.  1/26/16 THEFT-GRAND PERSON  Attempt Grand Theft Person;[new_line][new_line]1/26/16[new_line][new_line]-[new_line][new_line] 4:55 pm[new_line][new_line]Location:[new_line][new_line]SEVEN GABLES APARTMENTS[new_line][new_line]Report #:[new_line][new_line]1600299[new_line][new_line]-[new_line][new_line] 4:50 pm[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary: A suspect was arrested for attempting to snatch a student's cellular phone from her hand.[new_line][new_line]1/26/16[new_line]THEFT-GRAND PERSON[new_line][new_line]Attempt Grand Theft Person[new_line][new_line] 4:55 pm[new_line][new_line]1/26/16[new_line][new_line]to[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]cc: Student Affairs[new_line][new_line]
